id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4XyJ9r6iV5cescLuJoQqTP,0.427,0.722,1,-9.195,0,0.0314,0.0798,0.96,0.594,0.46,95.473,4
4BI3uR8aeVHSZAUB2Dv7px,0.252,0.734,9,-8.451,1,0.0406,0.0546,0.00617,0.78,0.144,137.877,4
4BfaVP17gaeFUUgWC7tNcg,0.525,0.891,1,-4.202,1,0.106,0.000134,0.0,0.398,0.526,87.502,4
5ipp3YpFKrJzWU7P1GHfgk,0.757,0.818,1,-7.028,1,0.0679,0.00701,0.179,0.56,0.648,130.013,4
2hcfxM9MgGtq1GMbe04c3T,0.597,0.255,11,-18.59,1,0.0307,0.955,0.383,0.159,0.0371,138.897,4
12j0BzJu235Dw0gN5R5Xen,0.754,0.573,4,-6.422,1,0.0267,0.633,4.93e-06,0.0844,0.658,109.744,4
0jB0QbwGeXJXG65dUjJvVf,0.724,0.307,4,-13.116,0,0.0778,0.781,2.91e-05,0.119,0.274,135.066,3
4l8fn2ZoNnc3vBBDFWXD7b,0.53,0.409,7,-7.802,0,0.0278,0.649,0.0,0.144,0.275,86.07,4
0tZBqsxTsSqidF0gI5veEn,0.415,0.381,11,-13.611,0,0.0319,0.349,0.83,0.37,0.176,103.17,4
0vBtgBzeKiSLVNf3WWLKrv,0.712,0.852,2,-5.983,1,0.0389,0.165,5.47e-06,0.331,0.897,150.285,3
1zmIRlWjSzaEf3JKEfy5j2,0.775,0.0378,9,-22.789,1,0.0752,0.889,0.924,0.0992,0.158,120.109,4
40wyDhO974VOe491zfVLbC,0.588,0.61,7,-3.696,1,0.0309,0.477,0.0,0.183,0.223,91.068,4
75KZOnlkuZ0BYcC33SxvHF,0.815,0.601,5,-12.278,0,0.113,0.674,0.839,0.186,0.594,125.006,4
7z1GkaEsH0ovgq1aCd6DpC,0.315,0.932,1,-24.97,1,0.0507,0.879,0.786,0.262,0.0279,114.418,5
55pHj4pb6svT3PxubqQzU5,0.757,0.391,4,-6.989,0,0.0374,0.148,0.0,0.124,0.223,116.004,4
47LLONMpElFREirFDcKFLd,0.751,0.564,7,-6.087,1,0.0506,0.121,0.000136,0.147,0.265,105.163,4
7nvhEBV3QJRCq9sYxsxZy9,0.586,0.596,3,-10.364,1,0.0422,0.858,0.0,0.182,0.475,109.585,4
522M84Vx9SHafPSNPGisB9,0.8,0.436,8,-9.248,0,0.187,0.57,0.0,0.272,0.739,99.078,4
1V5xeOfjiIJFhDbaIBCwgL,0.778,0.23,11,-12.778,0,0.0569,0.327,0.862,0.114,0.435,78.993,4
4CsVA70iOapyIG5nqbDwFN,0.181,0.603,6,-9.671,1,0.0347,0.00139,0.578,0.298,0.796,148.891,4
4QIIioXjEGGovZ30g7w1dT,0.57,0.964,1,-1.521,1,0.295,0.00445,0.0325,0.0958,0.276,134.969,4
7i3JZpbAUFDTCIeRg1YDyF,0.528,0.789,8,-13.984,1,0.0599,0.105,0.00196,0.323,0.225,95.827,4
0BvFKDbuiKDLAHa7oJafu3,0.721,0.647,11,-9.684,1,0.35,0.412,0.0185,0.111,0.609,152.122,4
4qvuUUbQ3agnXh8YExMRkd,0.801,0.565,8,-7.586,1,0.0794,0.0868,0.0102,0.0985,0.727,98.03,4
7qrB1fCgXybFxpcJ6buUN0,0.709,0.775,6,-5.034,0,0.307,0.0034,0.00108,0.148,0.354,102.447,4
3fF6u9nUSVrgrly2aKpm6E,0.801,0.597,7,-10.239,1,0.0435,0.186,0.857,0.112,0.464,121.994,4
1IGahOozut2hDmxtZTAx0a,0.695,0.801,6,-4.585,1,0.0842,0.179,0.0,0.541,0.83,150.035,4
1TIAnrQwftmpJi68OZVUEE,0.742,0.673,4,-5.85,0,0.124,0.499,1.46e-05,0.074,0.613,103.783,4
5QGBtPxcf4CswcCBicXndc,0.412,0.974,1,-4.067,1,0.154,1.09e-05,0.341,0.0998,0.409,97.055,4
22HKw1JdsdY3Aa4gUoVNxt,0.609,0.547,10,-4.096,1,0.0356,0.307,0.0,0.0824,0.337,123.948,4
6XWUY16MRl2WNQR0ecSfTU,0.845,0.662,1,-8.041,1,0.0639,0.000337,0.00588,0.106,0.47,144.05,4
0lVKEY8gEY5kYSpcAwgx3I,0.608,0.716,10,-10.15,1,0.0372,0.000483,0.00838,0.112,0.0458,115.531,4
30Jf07ydtkSKtA1V6OaCcJ,0.827,0.446,5,-10.655,0,0.057,0.0244,0.00376,0.118,0.358,125.042,4
2lF1dVhlKYdkCbaeE8BByY,0.874,0.439,0,-10.64,0,0.0451,0.396,0.227,0.119,0.688,109.984,4
0llJrGOC4Myo4TMH1Q3qQc,0.592,0.696,4,-6.312,0,0.0356,0.000158,0.912,0.37,0.421,160.682,4
7vcTiwoBZSR84e6oCOo3Va,0.877,0.558,1,-12.697,1,0.28,0.361,3.13e-05,0.0806,0.508,156.051,4
39FF8nrHlQ4aH03CYgaJnY,0.177,0.0587,2,-21.228,0,0.0495,0.996,0.914,0.0762,0.345,189.983,4
0pGnJvZsjLC4FJuR4lFKw5,0.797,0.515,2,-8.487,1,0.182,0.0303,0.0,0.0896,0.0984,100.923,4
0AY9exupMbq3CNYaBGAMbt,0.721,0.377,11,-12.0,1,0.0353,0.0285,0.238,0.124,0.485,137.014,4
4WMIg5b7wfrmmemEUCtPVC,0.864,0.597,11,-9.198,0,0.386,0.0274,4.94e-06,0.116,0.353,77.458,4
5m8CtIetXiIsLadxJb86Dw,0.612,0.837,8,-5.782,1,0.182,0.373,0.0,0.843,0.807,163.947,3
3HF87kILotAySFttm70Zpz,0.621,0.659,1,-7.846,1,0.0275,0.591,1.15e-06,0.121,0.599,95.008,4
2a63nQZPzt4aiJ3NBRQu9L,0.874,0.512,7,-9.447,1,0.352,0.0765,0.0,0.636,0.269,89.987,4
5ouMZCfMxMNxffPX5BR8K4,0.625,0.617,1,-5.634,0,0.0569,0.103,0.0,0.0835,0.679,168.943,4
5FVi5V1mZz3tGMBz8Js3L8,0.613,0.426,10,-14.348,0,0.503,0.444,1.05e-05,0.101,0.403,100.998,4
0yRLlOcwxCJn86661YeaOJ,0.731,0.261,9,-15.187,1,0.0466,0.943,0.0457,0.0998,0.168,97.001,4
3t2iPFRRnhKngUPyS5dT7M,0.802,0.601,1,-13.812,0,0.189,0.361,0.0,0.0724,0.646,99.972,4
4vYOtvqoCQTrc0YK1NgnXs,0.456,0.0166,9,-35.298,0,0.0491,0.994,0.96,0.0843,0.188,116.646,4
6yKr93vtMhtTSkW1ndRhjM,0.647,0.451,1,-9.102,0,0.438,0.0699,0.0,0.0816,0.258,88.31,4
4eeSYB2Y4NxGrUq97qFLIy,0.656,0.684,8,-5.839,1,0.0972,0.589,0.444,0.168,0.967,130.226,4
7CyYmU2T0HPOw4gfMn3vqf,0.455,0.584,5,-8.921,1,0.0397,0.54,0.964,0.111,0.382,192.057,4
05wM0sprGwEmcVtGFQ0QDt,0.774,0.521,8,-11.168,1,0.0289,0.688,3.27e-05,0.101,0.856,137.008,4
1ZJ591HjTxJ62ifIsei070,0.799,0.74,7,-4.119,1,0.0694,0.041,0.948,0.119,0.591,149.981,5
7wq0BzE5F3iSEUfGFfJwLp,0.653,0.721,6,-3.284,1,0.0575,0.104,0.00924,0.362,0.855,140.048,4
0W3jM33yaIP8pf9m0fiJcj,0.685,0.477,1,-7.366,1,0.33,0.0989,0.205,0.13,0.194,90.027,4
5HiIArUMG19W23gyBUqlst,0.677,0.69,3,-10.606,0,0.0349,0.0731,0.777,0.34,0.411,112.019,3
67LfixzDFi2GHAPlQVjyco,0.574,0.756,7,-7.225,1,0.0647,0.0079,0.00168,0.627,0.428,139.981,4
5QRyfBcAFj2fJUIijBgkQR,0.673,0.918,7,-6.406,1,0.0459,0.000906,0.906,0.0972,0.194,132.023,4
3zKoK9v87lodoolvZA1a2O,0.78,0.716,5,-11.126,0,0.0928,0.0112,0.865,0.141,0.365,95.007,4
1FiT7TwoN9wQZgIuYv5YMd,0.282,0.802,10,-29.557,0,0.0572,0.785,0.985,0.353,0.0292,127.823,3
1KHPK8eNB5wpLmVsS7CBsn,0.728,0.673,10,-9.201,1,0.0355,0.626,0.0018,0.126,0.869,119.907,1
5wLzd46IX5BEpm0cooteAN,0.18,0.654,0,-7.55,0,0.037,0.103,0.905,0.123,0.163,100.01,4
2Rl4sR3qwWleSWRdXtTChA,0.678,0.351,7,-6.293,0,0.0378,0.94,2.19e-06,0.122,0.468,115.007,4
1smO7MclP8SZxqej1LWvYM,0.341,0.955,3,-4.233,1,0.0612,7.37e-06,0.962,0.053,0.355,131.19,4
08VjohBnNrn7iZAPx8nbOg,0.867,0.638,2,-11.056,1,0.259,0.441,2.91e-05,0.51,0.78,141.984,4
44RePd9y0Wc1uQ2skoGDLX,0.74,0.856,6,-5.948,1,0.0302,0.0697,0.0,0.28,0.661,110.992,4
0FW13FiZIF0Rfs06Dqcw1A,0.688,0.822,5,-6.438,1,0.304,0.0302,0.0,0.133,0.646,119.911,5
3IsRmouv2LNRFtUaupY1Xj,0.467,0.721,2,-6.654,0,0.0398,0.143,0.0,0.303,0.753,159.802,4
5ZzCj73yqGwuI0UxRVNqNy,0.0936,0.0452,8,-19.017,0,0.0391,0.94,0.911,0.136,0.0336,88.039,4
30O6L5esEmfTedRvhTThQl,0.543,0.737,0,-6.533,1,0.037,0.103,3.51e-06,0.0955,0.662,125.713,4
7qe3qguo6onlTky6L3EZBC,0.665,0.15,4,-17.713,1,0.0367,0.111,0.885,0.115,0.381,84.035,4
0W3EMa9IxN2Y7PXhxQXx3s,0.421,0.656,7,-7.376,1,0.0313,0.00672,0.375,0.139,0.233,73.565,4
2jnV6hM15YuYItwuBptWuY,0.68,0.872,1,-8.488,1,0.0479,0.318,0.000988,0.0635,0.963,175.963,4
0C0tak0xsYNjQwBAWzIawu,0.63,0.0953,5,-16.812,1,0.0375,0.979,1.49e-05,0.111,0.38,88.059,4
3IqhTiIfeRxIBpMyflc0ls,0.476,0.894,7,-4.264,1,0.0617,7.92e-05,0.0335,0.122,0.126,138.063,4
7nHkZnhWxkomOcdW0j2Omr,0.259,0.143,11,-22.718,0,0.0439,0.975,0.878,0.234,0.315,83.068,4
0QGx8jHFvY1rluz57yE5q5,0.663,0.322,9,-15.588,1,0.0557,0.0932,0.000652,0.131,0.159,132.995,4
1LocH9emGTr0ASUV0GDRm3,0.744,0.702,9,-7.011,0,0.339,0.106,0.0,0.0561,0.38,162.075,4
6JhZKzvR5gCOYRKnDG776u,0.417,0.433,1,-8.564,0,0.187,0.276,0.0288,0.113,0.228,164.996,4
2oeyytgBkQ2eJ1J2TKuBDr,0.216,0.613,4,-31.512,0,0.479,0.783,0.978,0.174,0.361,79.382,4
2s0Iv8eRTjpdqaNQWZh2TQ,0.288,0.814,4,-29.618,0,0.0495,0.73,0.62,0.371,0.031,65.728,4
3t9BXP9QGzTg5mqBk3lveL,0.164,0.717,3,-8.869,1,0.0605,0.202,0.975,0.109,0.273,148.188,4
5ittZEfuwh3LMmEGOQ08CY,0.71,0.82,10,-6.671,1,0.125,0.00734,0.435,0.0932,0.303,127.968,4
32WZmpDoKEuWxSauTw69vL,0.809,0.724,1,-10.31,1,0.0792,0.00045,0.801,0.099,0.425,121.011,4
60A3LGwhFacbt7UYdBDLuU,0.658,0.998,0,-5.559,1,0.069,0.0229,0.508,0.0845,0.834,134.997,4
7t5a1oqFDtGPo610BKhluz,0.809,0.494,2,-9.77,1,0.0553,0.53,0.0811,0.0263,0.445,111.024,4
75XPqkFdaR5zFCJNbnj7DA,0.781,0.722,4,-7.544,1,0.0899,0.397,2.29e-06,0.283,0.932,154.958,4
0kLctEinIaTMmmlcLrN1y9,0.459,0.549,2,-8.145,1,0.0347,0.522,0.000283,0.128,0.417,84.109,4
2UMMfaMt6TcI6sqIt8UXi5,0.413,0.215,2,-22.268,1,0.0506,0.993,0.954,0.11,0.832,178.233,4
4gaB38fhaZRD3dCiRDxSzy,0.777,0.94,8,-4.927,0,0.23,0.331,0.0,0.12,0.853,160.034,4
1XtI9W6aCfJwS1dt1wrpqF,0.527,0.939,8,-3.551,0,0.0804,0.000144,0.0,0.0675,0.555,144.996,4
7bYLnhIlG1X0wrspnji75a,0.595,0.478,9,-12.781,1,0.0395,0.455,0.387,0.669,0.151,75.005,4
6WgSJAqaeKnUppYQaI88nG,0.407,0.755,4,-4.179,0,0.371,0.275,0.0036,0.12,0.569,174.361,4
5JEPVw207rNaKjTgaSNMOj,0.692,0.802,0,-6.056,1,0.143,0.00665,0.0,0.218,0.638,137.51,4
5JjVKaT4aTmkff0rQOulD9,0.745,0.897,4,-4.153,0,0.0478,0.196,4.28e-06,0.12,0.861,113.267,4
0gDFNj3wYavxe4jTjNvLXY,0.609,0.742,0,-4.48,1,0.0277,1.33e-05,0.000834,0.131,0.268,120.042,4
5seMmBWzwLEkcxKbezXan8,0.192,0.412,9,-13.814,0,0.0402,0.628,0.857,0.0948,0.0399,119.432,4
3BlBEQ3ULUnggxaQW4lPJr,0.805,0.794,11,-3.113,0,0.0805,0.449,0.0,0.368,0.794,96.01,4
4afukAXqO0LcIaSo8ykC4X,0.679,0.646,8,-6.57,1,0.0429,0.177,0.0,0.0944,0.753,90.006,4
5ASPdGS6amscEfoQnTS9GB,0.552,0.611,6,-9.829,0,0.0755,0.0293,0.914,0.425,0.175,187.838,4
5XlVSQwaWGtVW0Kz7AeTLf,0.769,0.741,8,-6.033,1,0.153,0.49,0.0,0.108,0.867,126.067,4
7BX8L9251UpQ2v7rZfrLpm,0.269,0.0927,1,-19.002,1,0.034,0.988,0.937,0.101,0.0381,69.818,1
2Xu2mAJi414YjBvkUvEr9g,0.531,0.734,2,-5.599,0,0.0327,0.000469,0.323,0.153,0.0751,87.034,4
0qI7aReKqxctlHKNNMqiQi,0.694,0.846,5,-6.685,1,0.0747,0.00269,0.785,0.315,0.383,140.057,4
7tn7ugaqzOj5zagvCfPUXl,0.728,0.097,11,-17.773,1,0.407,0.913,0.955,0.0928,0.722,180.034,4
3VwwxnQlYfAIIIWwgvdAWR,0.502,0.564,1,-6.314,1,0.123,0.573,5.94e-06,0.177,0.737,173.906,4
14k8fYVsfgQUIoKBR9Vyxd,0.824,0.729,5,-7.818,0,0.104,0.151,3.37e-06,0.0871,0.772,114.054,4
12pzXrdjUW0uLagLgOQWoG,0.83,0.515,11,-5.599,1,0.383,0.174,0.0,0.0769,0.703,165.08,4
7IWqtMaHlTG4wXBCggD3J9,0.517,0.547,1,-7.415,0,0.194,0.0436,0.0,0.237,0.133,89.358,4
6itJ1eYDKcJQHThwb7CRDk,0.703,0.339,7,-13.653,0,0.0423,0.779,0.876,0.104,0.415,78.007,4
6MNPCLNlw0u1raiHCwd7pb,0.594,0.373,4,-8.412,0,0.0311,0.818,0.171,0.154,0.611,81.056,4
5VOVQKADb4V2VZnHWsCa9m,0.718,0.731,8,-6.005,1,0.0473,0.43,0.0,0.296,0.963,123.544,3
2TeH6NRJOzyEHJlXAjrhuv,0.484,0.881,10,-3.928,1,0.0413,0.0412,0.0112,0.136,0.545,168.029,4
22Wxpf3RUrgvQkP6RifxHa,0.665,0.817,9,-3.13,1,0.0453,0.0519,0.0,0.114,0.421,99.886,4
62ZAJfwkwWIFCDmiTcIeYW,0.706,0.922,11,-4.003,0,0.279,0.0258,1.22e-05,0.408,0.708,89.922,4
477a1egAevw4KnOIUrmztb,0.574,0.657,8,-5.486,1,0.0689,0.125,0.000256,0.205,0.451,86.088,5
5qZqzlJ71xLUcSdzGUj40r,0.192,0.862,0,-8.434,0,0.0532,0.0027,0.015,0.333,0.114,160.04,4
3jESyw537VrQcqpCquXh4g,0.819,0.432,5,-15.768,0,0.0369,0.473,0.436,0.107,0.328,117.892,4
2yZYzrQHmZPEQfOmLVVGyF,0.688,0.725,10,-5.663,0,0.0517,0.0029,0.0,0.142,0.496,140.001,4
05jX3m273QtgaPI0vJ87kI,0.809,0.432,5,-8.365,0,0.335,0.041,1.81e-05,0.282,0.118,145.843,4
6wVhXP7wVZpo1730N6V9Ni,0.735,0.00585,0,-32.666,1,0.0761,0.99,0.889,0.0654,0.739,113.317,4
3ehNpfMElG91ySRvVYKlT4,0.769,0.639,3,-6.812,0,0.292,0.493,0.0,0.114,0.395,136.058,4
3j24fgIyEFaoQ9PlGBGBOz,0.817,0.642,0,-6.909,1,0.0712,0.184,0.0,0.414,0.627,92.977,4
31aNfjjssanuT0vFVWD7p6,0.44,0.859,0,-4.569,1,0.0374,6.28e-05,0.785,0.255,0.0883,129.99,4
2GqQyRsB7IBvLpnVwI2h2i,0.636,0.216,3,-14.55,0,0.0259,0.143,0.893,0.163,0.628,139.999,3
7oAK4xRN4GXNNxMlYseXXB,0.195,0.0146,5,-29.65,1,0.0456,0.907,0.639,0.112,0.12,75.806,4
4vZCzWlkzwiTW65pMbb4rx,0.579,0.803,9,-5.962,0,0.0497,0.0574,1.05e-05,0.651,0.44,143.985,4
2ua3B7IJ3LEZ3KSfsBDGpi,0.549,0.293,11,-10.085,1,0.0986,0.819,0.0,0.2,0.36,151.212,4
5uBaZ4gJf6UCugOlNEZJca,0.417,0.885,1,-6.396,1,0.0648,9.34e-06,0.000253,0.115,0.216,123.921,4
6HO0iB3Q7AOK5q6LkEB63Y,0.733,0.54,2,-9.806,1,0.102,0.3,0.001,0.116,0.517,124.049,4
6cbRDVhbGcP76aGuHk83nZ,0.513,0.449,2,-9.308,1,0.0343,0.0361,0.713,0.156,0.0904,118.039,4
0QdjsgkBr1sRG9ekO6ts8t,0.757,0.457,9,-7.777,0,0.0282,0.796,0.00834,0.113,0.587,120.017,4
1QAaeSxp2fqZ1eg4bGTXNJ,0.557,0.507,0,-9.403,1,0.0303,0.209,0.000165,0.266,0.277,103.93,4
6rOARyM8Vgf0TE1uF6K1NW,0.751,0.435,9,-11.115,1,0.222,0.00899,5e-06,0.224,0.291,144.09,4
3OAaDx0BuRiSB2No2FP8MT,0.858,0.569,2,-7.614,1,0.29,0.0333,0.216,0.0873,0.654,100.913,4
6kTtSOVHSztbY9K9Pe7r7n,0.249,0.845,0,-24.93,1,0.0486,0.644,0.115,0.596,0.0343,81.372,3
7Dzqk1tj28FHMLxHFm82Ik,0.858,0.516,1,-5.292,1,0.235,0.356,6.63e-05,0.113,0.213,104.015,4
6DPs0uFIAUbxjuZXFZ8NyQ,0.823,0.375,0,-12.71,1,0.108,0.916,0.711,0.104,0.598,90.01,4
7eCbK5mUZpejXI4Csiu22c,0.455,0.919,2,-2.887,1,0.0607,0.0134,0.0,0.0825,0.451,150.06,4
1BdGIsP0rHlOdqXPK4TPku,0.674,0.762,11,-5.368,1,0.0587,0.0484,0.0,0.115,0.774,80.057,4
74UwRduwr7P8CehoFpIOZG,0.718,0.285,1,-21.012,1,0.0415,0.521,0.899,0.143,0.285,113.982,4
1JLDVYTnhQMapbw6Rz0ZyJ,0.7,0.352,3,-9.096,0,0.0472,0.87,0.0,0.124,0.536,149.865,4
4gKutZRWfCGcdXi0GBAc4N,0.1,0.919,2,-8.398,1,0.0698,7.99e-06,0.849,0.183,0.386,170.131,4
5DENWRcBFeAN5ZAflZFH0q,0.5,0.535,4,-5.529,0,0.0289,0.654,3.37e-06,0.357,0.364,75.862,4
09realdNuzccGcrXDOt0Uw,0.683,0.345,11,-9.824,1,0.0367,0.712,0.0,0.162,0.277,115.004,4
5pLUoSbetXa9Rb5rTR0OEz,0.3,0.207,10,-12.59,1,0.0397,0.989,0.17,0.129,0.189,119.209,3
5DFbsMv7DtrlxYgZ9e8CxH,0.516,0.935,6,-3.015,1,0.0556,0.0186,0.0,0.177,0.919,149.94,4
61jT0TqFHR5I8y9CAZ2IOZ,0.722,0.857,2,-3.472,0,0.251,0.385,0.0,0.0602,0.789,92.003,4
75qvx9xNoAmVFx1Q4pBpTa,0.371,0.945,11,-7.336,0,0.0901,0.000741,0.000194,0.236,0.382,179.971,4
3llwwXagtWAQAkYlTyIJMS,0.394,0.33,9,-15.944,0,0.0553,0.394,5.42e-06,0.288,0.477,79.868,4
0G1joonKqf1iYR2TIB0gaB,0.466,0.686,10,-12.632,1,0.52,0.586,0.0,0.303,0.267,137.448,3
1lzjGp2iA5n4119eR0dxeB,0.759,0.537,2,-6.31,0,0.173,0.273,0.0,0.0701,0.555,87.922,4
0o8UOgsygWEM9MI5v5sKGJ,0.756,0.612,11,-8.775,1,0.185,0.677,0.0957,0.0944,0.218,100.045,4
2TDY6lTjx6q0LERHgvkf7t,0.722,0.685,7,-7.643,1,0.283,0.676,0.915,0.116,0.433,75.034,4
0Qor1qLsj2j9Az4iPxZzhm,0.744,0.489,8,-13.326,0,0.041,0.119,0.916,0.108,0.751,139.001,4
078ITEzzmSFsJ6WP064mhn,0.583,0.944,4,-3.616,0,0.26,0.365,0.0,0.142,0.63,85.998,4
5mvw6XrlbckVJLLoDX1qTR,0.571,0.335,1,-11.602,1,0.418,0.0522,0.00769,0.197,0.0958,129.12,4
77r1tPyIH1irZ80CzfDsWv,0.569,0.612,1,-10.36,0,0.406,0.148,0.0,0.113,0.432,77.93,4
4odm8uy1zRGoN6mGd6u41r,0.849,0.676,5,-5.331,0,0.103,0.104,0.0,0.308,0.584,94.988,4
3QnV4NDKO8CiFTbHxIM4uT,0.0854,0.218,1,-17.798,1,0.0347,0.73,0.913,0.135,0.0308,170.057,4
0mT0DhIM8YAzjjLf1OBU4l,0.562,0.947,0,-4.689,1,0.502,0.0824,0.000182,0.0866,0.158,180.115,4
0XSG3tdcXbPo3G5KIk7CVr,0.672,0.789,5,-7.74,0,0.0471,0.158,0.0217,0.156,0.342,124.02,4
0Ow0d1mfhy1AzliiTdKr48,0.935,0.465,7,-9.554,1,0.424,0.0488,0.0,0.216,0.709,126.981,4
6Z7QzrU09iUWItWiRsK2OK,0.165,0.157,9,-18.216,0,0.0382,0.612,0.827,0.107,0.0373,111.502,4
3h5EtuIa6gCB8YfMJDTcuN,0.806,0.695,0,-6.798,1,0.0867,0.00392,0.000889,0.13,0.373,126.018,4
2CKiZIiJvgjwFvlo3wxwC8,0.614,0.0794,6,-17.229,0,0.0573,0.993,0.919,0.106,0.258,83.15,4
2DVBF5MoZYTzxmfZl8ex2H,0.592,0.56,5,-7.328,1,0.0318,0.668,0.0,0.215,0.35,100.992,4
62X3qa6V0Nj4ydSlIoimqR,0.821,0.713,7,-8.396,1,0.0842,0.129,1.73e-05,0.259,0.69,112.714,5
3udxN2o9ZrrDS1KSrckg8i,0.698,0.957,11,-1.998,1,0.311,0.172,0.000404,0.148,0.721,80.419,3
3TEZwf2lJWIeEwBog3TXDf,0.662,0.349,8,-11.966,1,0.0362,0.882,0.0104,0.115,0.576,156.147,4
3TwVUYNVwKW5qy5euFJw79,0.606,0.893,7,-7.219,1,0.0541,0.381,2.31e-05,0.142,0.811,91.035,4
3D8BdnVlBUj9UpZVNeUKlP,0.631,0.581,1,-11.509,0,0.398,0.128,0.0,0.116,0.445,84.467,4
33IBZwU9zEEiAsNB9eIn63,0.808,0.815,4,-1.906,0,0.0384,0.431,0.0,0.137,0.709,99.955,4
2uoUAC8LYWXzvM9hEQxPaC,0.339,0.619,2,-10.784,0,0.0312,0.0622,0.0164,0.263,0.352,97.999,4
0h0huUlNPOqVu6hee0L539,0.835,0.565,10,-5.895,1,0.0422,0.627,1.21e-05,0.185,0.972,114.988,3
0Q5u5TZmPwW3Evtn5dRLm5,0.656,0.684,8,-5.839,1,0.0972,0.589,0.444,0.168,0.967,130.226,4
0lJCvh6IJQ7vedN2zgW9ws,0.842,0.74,1,-5.421,1,0.203,0.287,0.000483,0.319,0.579,142.976,4
7g0Z6nGBkdzcSRQt3UZHmI,0.459,0.549,2,-8.145,1,0.0347,0.522,0.000283,0.128,0.417,84.109,4
5LvcXaADZA59bdlqcB9SfP,0.246,0.0816,4,-20.704,1,0.043,0.994,0.944,0.0961,0.19,149.169,4
5AEmoDhIUAJZPUpiHejqhG,0.551,0.614,10,-7.491,0,0.168,0.241,2.25e-05,0.504,0.487,96.737,4
0KlPAVwxecAjSv7EzPsoCC,0.278,0.168,9,-13.899,0,0.0496,0.988,0.927,0.0813,0.251,61.805,4
7iadgLkvNzTWnDtEABjc2K,0.291,0.863,0,-5.515,1,0.0691,0.0556,0.943,0.116,0.2,125.156,4
5q0eJWf0ExaUBgXVDJfjrO,0.694,0.617,1,-7.682,0,0.0474,0.765,0.0,0.384,0.783,128.074,4
1XKhbzkwsxpE3RDXbT3brY,0.758,0.124,2,-19.507,1,0.0332,0.812,0.844,0.269,0.662,140.141,4
3FyI1oI0sCwchzbrgczcsM,0.143,0.456,5,-9.697,0,0.0338,0.897,0.858,0.156,0.152,140.693,4
22UTRl2x5cDJ95I4YzEgLn,0.718,0.472,8,-12.201,0,0.262,0.452,0.00757,0.12,0.63,95.939,4
2CdutO6C39hq9jwt5gXdYP,0.651,0.837,0,-6.23,1,0.0284,0.306,0.0,0.249,0.932,157.473,3
4nng35mDbhJjPyGwXFNk76,0.746,0.693,1,-7.435,1,0.267,0.308,0.0,0.0789,0.824,146.023,4
1SGnPX7XOo9BfIWLL5ZFLc,0.658,0.891,1,-7.551,1,0.0686,0.00116,0.763,0.105,0.685,135.011,4
07pHHZIOKgoyBW3zRnGJLI,0.842,0.262,4,-17.981,1,0.0728,0.973,0.902,0.104,0.438,75.0,4
3ynR1LiVLI4GqwK1Z3ZKJg,0.782,0.585,1,-12.869,1,0.419,0.0118,0.0,0.0806,0.464,94.954,4
0Ps8dRgC6txerOgBfyptWX,0.233,0.447,0,-25.447,1,0.0874,0.687,0.729,0.157,0.141,93.683,4
1TnbISBYt4ShlNCqytA0pP,0.568,0.464,0,-10.831,1,0.0289,0.00771,0.000205,0.133,0.414,141.961,4
5xruATevPHmC5LN2oGf0Ih,0.773,0.896,6,0.129,1,0.443,0.125,0.0856,0.0963,0.474,88.059,4
5MDEk3mfOcZs4BRgalCqyC,0.629,0.512,8,-10.143,1,0.188,0.295,6.64e-06,0.11,0.51,103.912,4
2fJU65Ng2UxxBEgEhPfjg1,0.41,0.172,11,-20.314,0,0.0284,0.625,0.778,0.107,0.0385,140.11,4
7LwyqN1FFOpKKlhb39RYi5,0.612,0.787,5,-4.634,0,0.273,0.168,0.0,0.0667,0.626,164.896,4
6aGACRVHgUnAFRHRAeD6TI,0.386,0.808,2,-4.995,1,0.496,0.0659,0.885,0.156,0.354,156.83,1
5lE90SmNB3QhIOnwOXKlXz,0.661,0.676,10,-5.52,0,0.185,0.0927,0.0351,0.111,0.253,161.054,4
4p1P2DCDN0r9wlH0YWBGv1,0.617,0.299,9,-11.733,1,0.0445,0.799,0.000259,0.0964,0.137,128.556,4
536bRvnp0GsOEY5Kjg8ZTx,0.544,0.161,1,-10.165,1,0.033,0.866,0.0,0.616,0.0374,113.109,4
6hgaDD8RHtyQcWSmfu49wq,0.542,0.24,0,-19.765,1,0.0829,0.826,0.89,0.107,0.194,140.003,4
1URT9neGPly29rV6f9CC44,0.414,0.981,4,-7.631,0,0.108,0.000507,0.435,0.375,0.0397,123.043,4
3CeXqfKrv3PHdSYDIhZ4uI,0.568,0.723,0,-2.947,1,0.0277,0.043,0.0,0.125,0.538,96.054,3
5Mmma3InRcbI5IwLGTtREA,0.582,0.866,4,-4.752,0,0.0381,0.00441,0.06,0.187,0.184,94.995,4
1SjsVdSXpwm1kTdYEHoPIT,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,4
3XgGQ1wjo5khvq2UImjyNF,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,4
7ByxizhA4GgEf7Sxomxhze,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,4
